dataset,trial,alpha,beta,epoch,loss,val_accuracy
cifar10,1,0.1,0.6,96,1.885,0.3505
cifar10,1,0.1,0.6,97,1.8871,0.3512
cifar10,1,0.1,0.6,98,1.8838,0.3527
cifar10,1,0.1,0.6,99,1.8833,0.3529
cifar10,1,0.1,0.6,100,1.8799,0.3528
cifar10,1,0.1,0.6,101,1.8758,0.3542
cifar10,1,0.1,0.6,102,1.8772,0.3553
cifar10,1,0.1,0.6,103,1.8735,0.3571
cifar10,1,0.1,0.6,104,1.8736,0.3574
cifar10,1,0.1,0.6,105,1.8676,0.3589
cifar10,1,0.1,0.6,106,1.8668,0.3593
cifar10,1,0.1,0.6,107,1.8664,0.3602
cifar10,1,0.1,0.6,108,1.8616,0.3604
cifar10,1,0.1,0.6,109,1.8629,0.3613
cifar10,1,0.1,0.6,110,1.8592,0.3626
cifar10,1,0.1,0.6,111,1.8578,0.3637
cifar10,1,0.1,0.6,112,1.8548,0.3641
cifar10,1,0.1,0.6,113,1.8564,0.3649
cifar10,1,0.1,0.6,114,1.8493,0.3661
cifar10,1,0.1,0.6,115,1.849,0.3664
cifar10,1,0.1,0.6,116,1.8484,0.3675
cifar10,1,0.1,0.6,117,1.8455,0.3683
cifar10,1,0.1,0.6,118,1.84,0.3688
cifar10,1,0.1,0.6,119,1.8418,0.3691
cifar10,1,0.1,0.6,120,1.8392,0.3704
cifar10,1,0.1,0.6,121,1.8403,0.3701
cifar10,1,0.1,0.6,122,1.8311,0.3701
cifar10,1,0.1,0.6,123,1.8365,0.3712
cifar10,1,0.1,0.6,124,1.8314,0.3721
cifar10,1,0.1,0.6,125,1.8276,0.3731
cifar10,1,0.1,0.6,126,1.8273,0.373
cifar10,1,0.1,0.6,127,1.8244,0.374
cifar10,1,0.1,0.6,128,1.8207,0.3752
cifar10,1,0.1,0.6,129,1.8235,0.3765
cifar10,1,0.1,0.6,130,1.8166,0.3768
cifar10,1,0.1,0.6,131,1.8152,0.3765
cifar10,1,0.1,0.6,132,1.8129,0.3773
cifar10,1,0.1,0.6,133,1.8119,0.3777
cifar10,1,0.1,0.6,134,1.8108,0.3789
cifar10,1,0.1,0.6,135,1.8083,0.3796
cifar10,1,0.1,0.6,136,1.8011,0.38
cifar10,1,0.1,0.6,137,1.8065,0.3804
cifar10,1,0.1,0.6,138,1.8008,0.3805
cifar10,1,0.1,0.6,139,1.8014,0.3816
cifar10,1,0.1,0.6,140,1.8001,0.3825
cifar10,1,0.1,0.6,141,1.7951,0.3834
cifar10,1,0.1,0.6,142,1.792,0.3846
cifar10,1,0.1,0.6,143,1.7954,0.3843
cifar10,1,0.1,0.6,144,1.786,0.3854
cifar10,1,0.1,0.6,145,1.7906,0.386
cifar10,1,0.1,0.6,146,1.782,0.3857
cifar10,1,0.1,0.6,147,1.7877,0.3858
cifar10,1,0.1,0.6,148,1.7822,0.3868
cifar10,1,0.1,0.6,149,1.7799,0.3878
cifar10,1,0.1,0.6,150,1.7809,0.3894
cifar10,1,0.1,0.6,151,1.775,0.3899
cifar10,1,0.1,0.6,152,1.7721,0.3908
cifar10,1,0.1,0.6,153,1.7747,0.392
cifar10,1,0.1,0.6,154,1.7692,0.3922
cifar10,1,0.1,0.6,155,1.7698,0.3925
cifar10,1,0.1,0.6,156,1.7644,0.393
cifar10,1,0.1,0.6,157,1.7668,0.3933
cifar10,1,0.1,0.6,158,1.7631,0.3945
cifar10,1,0.1,0.6,159,1.7578,0.3953
cifar10,1,0.1,0.6,160,1.7605,0.3964
cifar10,1,0.1,0.6,161,1.7582,0.3967
cifar10,1,0.1,0.6,162,1.7549,0.3969
cifar10,1,0.1,0.6,163,1.7549,0.3976
cifar10,1,0.1,0.6,164,1.751,0.3982
cifar10,1,0.1,0.6,165,1.7507,0.3986
cifar10,1,0.1,0.6,166,1.7479,0.3997
cifar10,1,0.1,0.6,167,1.7494,0.4005
cifar10,1,0.1,0.6,168,1.7437,0.4004
cifar10,1,0.1,0.6,169,1.7415,0.4008
cifar10,1,0.1,0.6,170,1.7443,0.4008
cifar10,1,0.1,0.6,171,1.7348,0.401
cifar10,1,0.1,0.6,172,1.741,0.4023
cifar10,1,0.1,0.6,173,1.736,0.4037
cifar10,1,0.1,0.6,174,1.7329,0.4045
cifar10,1,0.1,0.6,175,1.7358,0.4048
cifar10,1,0.1,0.6,176,1.7301,0.4051
cifar10,1,0.1,0.6,177,1.7269,0.4055
cifar10,1,0.1,0.6,178,1.7266,0.4062
cifar10,1,0.1,0.6,179,1.7307,0.4062
cifar10,1,0.1,0.6,180,1.7206,0.4067
cifar10,1,0.1,0.6,181,1.7243,0.4069
cifar10,1,0.1,0.6,182,1.7231,0.4081
cifar10,1,0.1,0.6,183,1.7195,0.4083
cifar10,1,0.1,0.6,184,1.7134,0.4097
cifar10,1,0.1,0.6,185,1.7213,0.4099
cifar10,1,0.1,0.6,186,1.7129,0.4102
cifar10,1,0.1,0.6,187,1.7126,0.4103
cifar10,1,0.1,0.6,188,1.714,0.4113
cifar10,1,0.1,0.6,189,1.7127,0.4112
cifar10,1,0.1,0.6,190,1.7077,0.411
cifar10,1,0.1,0.6,191,1.712,0.4128
cifar10,1,0.1,0.6,192,1.7015,0.4126
cifar10,1,0.1,0.6,193,1.7095,0.4128
cifar10,1,0.1,0.6,194,1.7006,0.4138
cifar10,1,0.1,0.6,195,1.7069,0.4141
cifar10,1,0.1,0.6,196,1.6946,0.4147
cifar10,1,0.1,0.6,197,1.7003,0.4141
cifar10,1,0.1,0.6,198,1.6983,0.4155
cifar10,1,0.1,0.6,199,1.6921,0.4148
cifar10,1,0.1,0.6,200,1.6928,0.415
cifar10,1,0.1,0.1,1,2.3112,0.1218
cifar10,1,0.1,0.1,2,2.311,0.1144
cifar10,1,0.1,0.1,3,2.3095,0.1153
cifar10,1,0.1,0.1,4,2.3083,0.1236
cifar10,1,0.1,0.1,5,2.3069,0.1325
cifar10,1,0.1,0.1,6,2.3044,0.1378
cifar10,1,0.1,0.1,7,2.3015,0.1333
cifar10,1,0.1,0.1,8,2.2999,0.1302
cifar10,1,0.1,0.1,9,2.2982,0.1321
cifar10,1,0.1,0.1,10,2.2962,0.1346
cifar10,1,0.1,0.1,11,2.2949,0.1363
cifar10,1,0.1,0.1,12,2.2927,0.1371
cifar10,1,0.1,0.1,13,2.291,0.1373
cifar10,1,0.1,0.1,14,2.2895,0.1378
cifar10,1,0.1,0.1,15,2.2873,0.1376
cifar10,1,0.1,0.1,16,2.2854,0.1377
cifar10,1,0.1,0.1,17,2.2846,0.1361
cifar10,1,0.1,0.1,18,2.2828,0.136
cifar10,1,0.1,0.1,19,2.2815,0.1404
cifar10,1,0.1,0.1,20,2.2807,0.1414
cifar10,1,0.1,0.1,21,2.2794,0.1347
cifar10,1,0.1,0.1,22,2.2782,0.1302
cifar10,1,0.1,0.1,23,2.2773,0.122
cifar10,1,0.1,0.1,24,2.2762,0.1185
cifar10,1,0.1,0.1,25,2.2747,0.1146
cifar10,1,0.1,0.1,26,2.2741,0.1134
cifar10,1,0.1,0.1,27,2.2719,0.1125
cifar10,1,0.1,0.1,28,2.272,0.1115
cifar10,1,0.1,0.1,29,2.2696,0.1125
cifar10,1,0.1,0.1,30,2.2682,0.1121
cifar10,1,0.1,0.1,31,2.2668,0.112
cifar10,1,0.1,0.1,32,2.2651,0.1126
cifar10,1,0.1,0.1,33,2.2635,0.1136
cifar10,1,0.1,0.1,34,2.2614,0.1154
cifar10,1,0.1,0.1,35,2.2594,0.1177
cifar10,1,0.1,0.1,36,2.2575,0.12
cifar10,1,0.1,0.1,37,2.2558,0.1242
cifar10,1,0.1,0.1,38,2.2536,0.1278
cifar10,1,0.1,0.1,39,2.2512,0.1329
cifar10,1,0.1,0.1,40,2.2483,0.1363
cifar10,1,0.1,0.1,41,2.2457,0.1407
cifar10,1,0.1,0.1,42,2.2439,0.1471
cifar10,1,0.1,0.1,43,2.2413,0.1544
cifar10,1,0.1,0.1,44,2.2386,0.159
cifar10,1,0.1,0.1,45,2.2371,0.1684
cifar10,1,0.1,0.1,46,2.2328,0.1749
cifar10,1,0.1,0.1,47,2.2315,0.1839
cifar10,1,0.1,0.1,48,2.2287,0.1927
cifar10,1,0.1,0.1,49,2.2255,0.1996
cifar10,1,0.1,0.1,50,2.2219,0.205
cifar10,1,0.1,0.1,51,2.2209,0.2064
cifar10,1,0.1,0.1,52,2.2169,0.2064
cifar10,1,0.1,0.1,53,2.2147,0.206
cifar10,1,0.1,0.1,54,2.2121,0.2061
cifar10,1,0.1,0.1,55,2.208,0.203
cifar10,1,0.1,0.1,56,2.2053,0.2035
cifar10,1,0.1,0.1,57,2.2037,0.2031
cifar10,1,0.1,0.1,58,2.199,0.2024
cifar10,1,0.1,0.1,59,2.1968,0.2041
cifar10,1,0.1,0.1,60,2.1934,0.2066
cifar10,1,0.1,0.1,61,2.1913,0.2081
cifar10,1,0.1,0.1,62,2.1887,0.2096
cifar10,1,0.1,0.1,63,2.1849,0.2101
cifar10,1,0.1,0.1,64,2.1802,0.2108
cifar10,1,0.1,0.1,65,2.1789,0.2102
cifar10,1,0.1,0.1,66,2.1746,0.2128
cifar10,1,0.1,0.1,67,2.1718,0.2157
cifar10,1,0.1,0.1,68,2.1678,0.218
cifar10,1,0.1,0.1,69,2.1667,0.2197
cifar10,1,0.1,0.1,70,2.1634,0.2223
cifar10,1,0.1,0.1,71,2.1588,0.2248
cifar10,1,0.1,0.1,72,2.1565,0.2267
cifar10,1,0.1,0.1,73,2.1532,0.2289
cifar10,1,0.1,0.1,74,2.1486,0.2311
cifar10,1,0.1,0.1,75,2.1462,0.2336
cifar10,1,0.1,0.1,76,2.1446,0.2356
cifar10,1,0.1,0.1,77,2.1401,0.2388
cifar10,1,0.1,0.1,78,2.1375,0.2406
cifar10,1,0.1,0.1,79,2.1354,0.243
cifar10,1,0.1,0.1,80,2.1312,0.2464
cifar10,1,0.1,0.1,81,2.1299,0.2493
cifar10,1,0.1,0.1,82,2.1263,0.2516
cifar10,1,0.1,0.1,83,2.1221,0.2538
cifar10,1,0.1,0.1,84,2.121,0.2551
cifar10,1,0.1,0.1,85,2.1187,0.2572
cifar10,1,0.1,0.1,86,2.1151,0.2588
cifar10,1,0.1,0.1,87,2.1112,0.2607
cifar10,1,0.1,0.1,88,2.1104,0.2616
cifar10,1,0.1,0.1,89,2.1086,0.2635
cifar10,1,0.1,0.1,90,2.1065,0.2647
cifar10,1,0.1,0.1,91,2.1043,0.2664
cifar10,1,0.1,0.1,92,2.1,0.2666
cifar10,1,0.1,0.1,93,2.1001,0.2662
cifar10,1,0.1,0.1,94,2.1002,0.2654
cifar10,1,0.1,0.1,95,2.0965,0.2666
cifar10,1,0.1,0.1,96,2.0941,0.2673
cifar10,1,0.1,0.1,97,2.0914,0.2677
cifar10,1,0.1,0.1,98,2.0885,0.2689
cifar10,1,0.1,0.1,99,2.0906,0.2705
cifar10,1,0.1,0.1,100,2.0838,0.2713
cifar10,1,0.1,0.1,101,2.0864,0.2722
cifar10,1,0.1,0.1,102,2.0845,0.2735
cifar10,1,0.1,0.1,103,2.0818,0.274
cifar10,1,0.1,0.1,104,2.0803,0.2738
cifar10,1,0.1,0.1,105,2.0778,0.2747
cifar10,1,0.1,0.1,106,2.0771,0.2746
cifar10,1,0.1,0.1,107,2.0753,0.2746
cifar10,1,0.1,0.1,108,2.0747,0.2745
cifar10,1,0.1,0.1,109,2.0728,0.275
cifar10,1,0.1,0.1,110,2.0696,0.2753
cifar10,1,0.1,0.1,111,2.0685,0.2753
cifar10,1,0.1,0.1,112,2.0667,0.276
cifar10,1,0.1,0.1,113,2.067,0.2763
cifar10,1,0.1,0.1,114,2.0654,0.2765
cifar10,1,0.1,0.1,115,2.0639,0.2764
cifar10,1,0.1,0.1,116,2.0615,0.2774
cifar10,1,0.1,0.1,117,2.0621,0.2779
cifar10,1,0.1,0.1,118,2.0626,0.2797
cifar10,1,0.1,0.1,119,2.0555,0.2798
cifar10,1,0.1,0.1,120,2.0572,0.28
cifar10,1,0.1,0.1,121,2.0538,0.28
cifar10,1,0.1,0.1,122,2.0542,0.2807
cifar10,1,0.1,0.1,123,2.0489,0.2808
cifar10,1,0.1,0.1,124,2.0527,0.2814
cifar10,1,0.1,0.1,125,2.0459,0.2821
cifar10,1,0.1,0.1,126,2.0494,0.2821
cifar10,1,0.1,0.1,127,2.0471,0.2829
cifar10,1,0.1,0.1,128,2.043,0.2833
cifar10,1,0.1,0.1,129,2.0456,0.2841
cifar10,1,0.1,0.1,130,2.0461,0.2846
cifar10,1,0.1,0.1,131,2.0372,0.285
cifar10,1,0.1,0.1,132,2.0425,0.2856
cifar10,1,0.1,0.1,133,2.0339,0.2868
cifar10,1,0.1,0.1,134,2.0386,0.2873
cifar10,1,0.1,0.1,135,2.0349,0.2875
cifar10,1,0.1,0.1,136,2.0376,0.2874
cifar10,1,0.1,0.1,137,2.036,0.2876
cifar10,1,0.1,0.1,138,2.0355,0.2881
cifar10,1,0.1,0.1,139,2.0313,0.2876
cifar10,1,0.1,0.1,140,2.0327,0.2876
cifar10,1,0.1,0.1,141,2.03,0.288
cifar10,1,0.1,0.1,142,2.0286,0.287
cifar10,1,0.1,0.1,143,2.0273,0.287
cifar10,1,0.1,0.1,144,2.0276,0.2875
cifar10,1,0.1,0.1,145,2.0249,0.2878
cifar10,1,0.1,0.1,146,2.0271,0.288
cifar10,1,0.1,0.1,147,2.0245,0.2885
cifar10,1,0.1,0.1,148,2.0268,0.2883
cifar10,1,0.1,0.1,149,2.0202,0.2882
cifar10,1,0.1,0.1,150,2.0238,0.2884
cifar10,1,0.1,0.1,151,2.0183,0.2882
cifar10,1,0.1,0.1,152,2.0233,0.2876
cifar10,1,0.1,0.1,153,2.0174,0.2876
cifar10,1,0.1,0.1,154,2.02,0.2873
cifar10,1,0.1,0.1,155,2.0169,0.2883
cifar10,1,0.1,0.1,156,2.0187,0.2883
cifar10,1,0.1,0.1,157,2.0173,0.2889
cifar10,1,0.1,0.1,158,2.0159,0.2884
cifar10,1,0.1,0.1,159,2.0191,0.2882
cifar10,1,0.1,0.1,160,2.0145,0.2886
cifar10,1,0.1,0.1,161,2.0166,0.2885
cifar10,1,0.1,0.1,162,2.0195,0.2889
cifar10,1,0.1,0.1,163,2.0134,0.289
cifar10,1,0.1,0.1,164,2.0154,0.2896
cifar10,1,0.1,0.1,165,2.0131,0.29
cifar10,1,0.1,0.1,166,2.0113,0.2903
cifar10,1,0.1,0.1,167,2.0132,0.2896
cifar10,1,0.1,0.1,168,2.0152,0.2899
cifar10,1,0.1,0.1,169,2.0108,0.2901
cifar10,1,0.1,0.1,170,2.0135,0.2905
cifar10,1,0.1,0.1,171,2.0116,0.2906
cifar10,1,0.1,0.1,172,2.0124,0.2904
cifar10,1,0.1,0.1,173,2.012,0.2907
cifar10,1,0.1,0.1,174,2.0106,0.2915
cifar10,1,0.1,0.1,175,2.0137,0.2922
cifar10,1,0.1,0.1,176,2.011,0.2929
cifar10,1,0.1,0.1,177,2.0115,0.2928
cifar10,1,0.1,0.1,178,2.0106,0.2921
cifar10,1,0.1,0.1,179,2.0112,0.2927
cifar10,1,0.1,0.1,180,2.0093,0.2923
cifar10,1,0.1,0.1,181,2.0118,0.2935
cifar10,1,0.1,0.1,182,2.0123,0.2938
cifar10,1,0.1,0.1,183,2.009,0.294
cifar10,1,0.1,0.1,184,2.0124,0.2948
cifar10,1,0.1,0.1,185,2.0126,0.2944
cifar10,1,0.1,0.1,186,2.0092,0.2956
cifar10,1,0.1,0.1,187,2.0123,0.2952
cifar10,1,0.1,0.1,188,2.0101,0.2956
cifar10,1,0.1,0.1,189,2.0094,0.2963
cifar10,1,0.1,0.1,190,2.0138,0.2965
cifar10,1,0.1,0.1,191,2.0082,0.2967
cifar10,1,0.1,0.1,192,2.0096,0.2966
cifar10,1,0.1,0.1,193,2.0132,0.2966
cifar10,1,0.1,0.1,194,2.0101,0.2973
cifar10,1,0.1,0.1,195,2.0128,0.2981
cifar10,1,0.1,0.1,196,2.0092,0.2986
cifar10,1,0.1,0.1,197,2.0088,0.2989
cifar10,1,0.1,0.1,198,2.0106,0.2993
cifar10,1,0.1,0.1,199,2.0128,0.2996
cifar10,1,0.1,0.1,200,2.0086,0.2997
cifar10,1,1.0,0.5,1,2.3014,0.1446
cifar10,1,1.0,0.5,2,2.2991,0.1516
cifar10,1,1.0,0.5,3,2.2954,0.1556
cifar10,1,1.0,0.5,4,2.2926,0.1621
cifar10,1,1.0,0.5,5,2.2894,0.1686
cifar10,1,1.0,0.5,6,2.287,0.1738
cifar10,1,1.0,0.5,7,2.2847,0.1773
cifar10,1,1.0,0.5,8,2.2821,0.18
cifar10,1,1.0,0.5,9,2.2797,0.1829
cifar10,1,1.0,0.5,10,2.278,0.1866
cifar10,1,1.0,0.5,11,2.2758,0.1897
cifar10,1,1.0,0.5,12,2.274,0.1927
cifar10,1,1.0,0.5,13,2.2721,0.1941
cifar10,1,1.0,0.5,14,2.2705,0.1954
cifar10,1,1.0,0.5,15,2.2683,0.194
cifar10,1,1.0,0.5,16,2.2667,0.1938
cifar10,1,1.0,0.5,17,2.2637,0.1937
cifar10,1,1.0,0.5,18,2.2623,0.1936
cifar10,1,1.0,0.5,19,2.2607,0.1922
cifar10,1,1.0,0.5,20,2.2584,0.1927
cifar10,1,1.0,0.5,21,2.2568,0.1916
cifar10,1,1.0,0.5,22,2.2551,0.1918
cifar10,1,1.0,0.5,23,2.2524,0.1915
cifar10,1,1.0,0.5,24,2.2503,0.1908
cifar10,1,1.0,0.5,25,2.2489,0.1917
cifar10,1,1.0,0.5,26,2.2467,0.1943
cifar10,1,1.0,0.5,27,2.245,0.1956
cifar10,1,1.0,0.5,28,2.2415,0.1971
cifar10,1,1.0,0.5,29,2.2403,0.1996
cifar10,1,1.0,0.5,30,2.2378,0.2005
cifar10,1,1.0,0.5,31,2.2353,0.2026
cifar10,1,1.0,0.5,32,2.2335,0.2049
cifar10,1,1.0,0.5,33,2.2316,0.2066
cifar10,1,1.0,0.5,34,2.2279,0.21
cifar10,1,1.0,0.5,35,2.2263,0.2135
cifar10,1,1.0,0.5,36,2.2236,0.2162
cifar10,1,1.0,0.5,37,2.2221,0.2191
cifar10,1,1.0,0.5,38,2.2184,0.2227
cifar10,1,1.0,0.5,39,2.2168,0.2244
cifar10,1,1.0,0.5,40,2.2145,0.2284
cifar10,1,1.0,0.5,41,2.2111,0.2321
cifar10,1,1.0,0.5,42,2.209,0.2335
cifar10,1,1.0,0.5,43,2.2056,0.236
cifar10,1,1.0,0.5,44,2.2033,0.2382
cifar10,1,1.0,0.5,45,2.1998,0.2406
cifar10,1,1.0,0.5,46,2.1981,0.2424
cifar10,1,1.0,0.5,47,2.1953,0.244
cifar10,1,1.0,0.5,48,2.1917,0.2445
cifar10,1,1.0,0.5,49,2.1891,0.246
cifar10,1,1.0,0.5,50,2.1878,0.2483
cifar10,1,1.0,0.5,51,2.1824,0.2495
cifar10,1,1.0,0.5,52,2.1804,0.2505
cifar10,1,1.0,0.5,53,2.1771,0.2528
cifar10,1,1.0,0.5,54,2.1744,0.256
cifar10,1,1.0,0.5,55,2.1723,0.2586
cifar10,1,1.0,0.5,56,2.1688,0.2607
cifar10,1,1.0,0.5,57,2.1641,0.2615
cifar10,1,1.0,0.5,58,2.1621,0.2636
cifar10,1,1.0,0.5,59,2.1591,0.2657
cifar10,1,1.0,0.5,60,2.1558,0.2678
cifar10,1,1.0,0.5,61,2.1538,0.2704
cifar10,1,1.0,0.5,62,2.1491,0.2716
cifar10,1,1.0,0.5,63,2.1464,0.2721
cifar10,1,1.0,0.5,64,2.1438,0.2733
cifar10,1,1.0,0.5,65,2.1399,0.275
cifar10,1,1.0,0.5,66,2.137,0.2754
cifar10,1,1.0,0.5,67,2.1335,0.2768
cifar10,1,1.0,0.5,68,2.1308,0.2777
cifar10,1,1.0,0.5,69,2.127,0.2778
cifar10,1,1.0,0.5,70,2.1254,0.2783
cifar10,1,1.0,0.5,71,2.1212,0.2786
cifar10,1,1.0,0.5,72,2.1182,0.2806
cifar10,1,1.0,0.5,73,2.1131,0.2818
cifar10,1,1.0,0.5,74,2.1099,0.2821
cifar10,1,1.0,0.5,75,2.1087,0.2846
cifar10,1,1.0,0.5,76,2.1059,0.2854
cifar10,1,1.0,0.5,77,2.1023,0.2871
cifar10,1,1.0,0.5,78,2.0983,0.2868
cifar10,1,1.0,0.5,79,2.0955,0.2881
cifar10,1,1.0,0.5,80,2.0942,0.2888
cifar10,1,1.0,0.5,81,2.0916,0.289
cifar10,1,1.0,0.5,82,2.0876,0.2902
cifar10,1,1.0,0.5,83,2.0848,0.2915
cifar10,1,1.0,0.5,84,2.0812,0.2917
cifar10,1,1.0,0.5,85,2.0784,0.2916
cifar10,1,1.0,0.5,86,2.0753,0.2926
cifar10,1,1.0,0.5,87,2.0738,0.293
cifar10,1,1.0,0.5,88,2.0687,0.2937
cifar10,1,1.0,0.5,89,2.0701,0.2944
cifar10,1,1.0,0.5,90,2.0645,0.2956
cifar10,1,1.0,0.5,91,2.0628,0.296
cifar10,1,1.0,0.5,92,2.0594,0.2963
cifar10,1,1.0,0.5,93,2.0596,0.2955
cifar10,1,1.0,0.5,94,2.0538,0.2953
cifar10,1,1.0,0.5,95,2.0521,0.2953
cifar10,1,1.0,0.5,96,2.0509,0.2959
cifar10,1,1.0,0.5,97,2.0482,0.2962
cifar10,1,1.0,0.5,98,2.0455,0.2965
cifar10,1,1.0,0.5,99,2.043,0.2968
cifar10,1,1.0,0.5,100,2.0412,0.2962
cifar10,1,1.0,0.5,101,2.0396,0.2967
cifar10,1,1.0,0.5,102,2.0364,0.2975
cifar10,1,1.0,0.5,103,2.0355,0.2989
cifar10,1,1.0,0.5,104,2.0307,0.2995
cifar10,1,1.0,0.5,105,2.0335,0.3001
cifar10,1,1.0,0.5,106,2.03,0.3012
cifar10,1,1.0,0.5,107,2.0272,0.3002
cifar10,1,1.0,0.5,108,2.0262,0.3007
cifar10,1,1.0,0.5,109,2.0248,0.3017
cifar10,1,1.0,0.5,110,2.0219,0.302
cifar10,1,1.0,0.5,111,2.0212,0.3031
cifar10,1,1.0,0.5,112,2.0198,0.304
cifar10,1,1.0,0.5,113,2.0188,0.3044
cifar10,1,1.0,0.5,114,2.0133,0.304
cifar10,1,1.0,0.5,115,2.0135,0.3037
cifar10,1,1.0,0.5,116,2.0108,0.3041
cifar10,1,1.0,0.5,117,2.0131,0.3044
cifar10,1,1.0,0.5,118,2.0078,0.3045
cifar10,1,1.0,0.5,119,2.0095,0.3051
cifar10,1,1.0,0.5,120,2.0077,0.3048
cifar10,1,1.0,0.5,121,2.0066,0.3051
cifar10,1,1.0,0.5,122,2.0021,0.3061
cifar10,1,1.0,0.5,123,2.0046,0.3056
cifar10,1,1.0,0.5,124,2.0025,0.3061
cifar10,1,1.0,0.5,125,2.0014,0.3071
cifar10,1,1.0,0.5,126,1.9975,0.3069
cifar10,1,1.0,0.5,127,2.0008,0.3069
cifar10,1,1.0,0.5,128,1.9954,0.3064
cifar10,1,1.0,0.5,129,1.9976,0.3074
cifar10,1,1.0,0.5,130,1.9945,0.3079
cifar10,1,1.0,0.5,131,1.9945,0.3079
cifar10,1,1.0,0.5,132,1.9934,0.3083
cifar10,1,1.0,0.5,133,1.9904,0.3082
cifar10,1,1.0,0.5,134,1.9897,0.3086
cifar10,1,1.0,0.5,135,1.9893,0.3078
cifar10,1,1.0,0.5,136,1.9877,0.3081
cifar10,1,1.0,0.5,137,1.9872,0.3089
cifar10,1,1.0,0.5,138,1.9854,0.309
cifar10,1,1.0,0.5,139,1.9842,0.3092
cifar10,1,1.0,0.5,140,1.9866,0.3093
cifar10,1,1.0,0.5,141,1.9815,0.3096
cifar10,1,1.0,0.5,142,1.9851,0.31
cifar10,1,1.0,0.5,143,1.9826,0.3103
cifar10,1,1.0,0.5,144,1.9787,0.3098
cifar10,1,1.0,0.5,145,1.9804,0.3108
cifar10,1,1.0,0.5,146,1.9821,0.3105
cifar10,1,1.0,0.5,147,1.978,0.3106
cifar10,1,1.0,0.5,148,1.9779,0.311
cifar10,1,1.0,0.5,149,1.9794,0.3119
cifar10,1,1.0,0.5,150,1.9742,0.3123
cifar10,1,1.0,0.5,151,1.9739,0.3119
cifar10,1,1.0,0.5,152,1.9751,0.3119
cifar10,1,1.0,0.5,153,1.9739,0.312
cifar10,1,1.0,0.5,154,1.9729,0.3126
cifar10,1,1.0,0.5,155,1.9712,0.313
cifar10,1,1.0,0.5,156,1.9699,0.3131
cifar10,1,1.0,0.5,157,1.9691,0.3137
cifar10,1,1.0,0.5,158,1.9708,0.3138
cifar10,1,1.0,0.5,159,1.9649,0.3143
cifar10,1,1.0,0.5,160,1.9682,0.3151
cifar10,1,1.0,0.5,161,1.9675,0.3149
cifar10,1,1.0,0.5,162,1.9661,0.3147
cifar10,1,1.0,0.5,163,1.9638,0.3153
cifar10,1,1.0,0.5,164,1.9654,0.3157
cifar10,1,1.0,0.5,165,1.9632,0.3153
cifar10,1,1.0,0.5,166,1.9629,0.3157
cifar10,1,1.0,0.5,167,1.9654,0.316
cifar10,1,1.0,0.5,168,1.959,0.3168
cifar10,1,1.0,0.5,169,1.9621,0.3165
cifar10,1,1.0,0.5,170,1.9615,0.3175
cifar10,1,1.0,0.5,171,1.9571,0.3174
cifar10,1,1.0,0.5,172,1.9597,0.3171
cifar10,1,1.0,0.5,173,1.9606,0.3173
cifar10,1,1.0,0.5,174,1.9568,0.317
cifar10,1,1.0,0.5,175,1.9555,0.3174
cifar10,1,1.0,0.5,176,1.9586,0.3176
cifar10,1,1.0,0.5,177,1.9532,0.318
cifar10,1,1.0,0.5,178,1.9551,0.3177
cifar10,1,1.0,0.5,179,1.9543,0.3182
cifar10,1,1.0,0.5,180,1.9527,0.3183
cifar10,1,1.0,0.5,181,1.953,0.3193
cifar10,1,1.0,0.5,182,1.9518,0.3194
cifar10,1,1.0,0.5,183,1.9526,0.3193
cifar10,1,1.0,0.5,184,1.9505,0.3195
cifar10,1,1.0,0.5,185,1.9523,0.3202
cifar10,1,1.0,0.5,186,1.9515,0.3204
cifar10,1,1.0,0.5,187,1.9478,0.3205
cifar10,1,1.0,0.5,188,1.9469,0.3208
cifar10,1,1.0,0.5,189,1.9504,0.3206
cifar10,1,1.0,0.5,190,1.9466,0.3208
cifar10,1,1.0,0.5,191,1.9475,0.3209
cifar10,1,1.0,0.5,192,1.942,0.3213
cifar10,1,1.0,0.5,193,1.9455,0.3218
cifar10,1,1.0,0.5,194,1.9439,0.3219
cifar10,1,1.0,0.5,195,1.944,0.3219
cifar10,1,1.0,0.5,196,1.9421,0.3214
cifar10,1,1.0,0.5,197,1.9438,0.3216
cifar10,1,1.0,0.5,198,1.9425,0.3218
cifar10,1,1.0,0.5,199,1.9383,0.3223
cifar10,1,1.0,0.5,200,1.9439,0.3226
cifar10,1,0.1,0.8,1,2.2979,0.1237
cifar10,1,0.1,0.8,2,2.2895,0.1371
cifar10,1,0.1,0.8,3,2.2844,0.1533
cifar10,1,0.1,0.8,4,2.2787,0.1635
cifar10,1,0.1,0.8,5,2.2731,0.1739
cifar10,1,0.1,0.8,6,2.2675,0.1812
cifar10,1,0.1,0.8,7,2.2616,0.193
cifar10,1,0.1,0.8,8,2.2551,0.2016
cifar10,1,0.1,0.8,9,2.2492,0.2135
cifar10,1,0.1,0.8,10,2.2423,0.2228
cifar10,1,0.1,0.8,11,2.2354,0.2308
cifar10,1,0.1,0.8,12,2.2275,0.236
cifar10,1,0.1,0.8,13,2.2193,0.2406
cifar10,1,0.1,0.8,14,2.2121,0.2436
cifar10,1,0.1,0.8,15,2.2028,0.2495
cifar10,1,0.1,0.8,16,2.1949,0.2519
